Primary Cell Line Name,Compound,ActArea
NCO2,Paclitaxel,6.8572
NIH:OVCAR-3,Paclitaxel,5.2836
NUGC-3,Paclitaxel,7.0402
NUGC-4,Paclitaxel,6.0989
OC 314,Paclitaxel,6.3589
OC 315,Paclitaxel,6.6604
OC 316,Paclitaxel,6.3818
OCI-AML2,Paclitaxel,6.3485
OCI-AML5,Paclitaxel,6.9156
OCI-LY10,Paclitaxel,5.5601
OCUM-1,Paclitaxel,5.3406
OE21,Paclitaxel,6.2262
OE33,Paclitaxel,4.8996
ONCO-DG-1,Paclitaxel,6.6738
OPM-2,Paclitaxel,3.6015
OV-90,Paclitaxel,3.4582
OVCAR-4,Paclitaxel,4.5514
OVCAR-8,Paclitaxel,6.193
OVMANA,Paclitaxel,2.7268
OVSAHO,Paclitaxel,3.0491
OVTOKO,Paclitaxel,2.0493
P12-ICHIKAWA,Paclitaxel,6.9777
P31/FUJ,Paclitaxel,5.4592
P3HR-1,Paclitaxel,5.7467
Panc 02.03,Paclitaxel,4.0096
Panc 03.27,Paclitaxel,5.8073
Panc 04.03,Paclitaxel,3.9711
Panc 10.05,Paclitaxel,5.4204
PA-TU-8902,Paclitaxel,3.2911
PC-14,Paclitaxel,6.7585
PC-3,Paclitaxel,4.2393
Pfeiffer,Paclitaxel,7.1858
PK-1,Paclitaxel,5.4913
PK-45H,Paclitaxel,5.3968
PK-59,Paclitaxel,4.3007
PL45,Paclitaxel,5.4653
PLC/PRF/5,Paclitaxel,5.357
PSN1,Paclitaxel,5.7164
QGP-1,Paclitaxel,5.2985
Raji,Paclitaxel,6.0218
RD,Paclitaxel,5.9449
Reh,Paclitaxel,6.7887
RERF-GC-1B,Paclitaxel,4.5754
RERF-LC-AI,Paclitaxel,6.7642
RERF-LC-MS,Paclitaxel,5.9558
RKN,Paclitaxel,5.3001
RKO,Paclitaxel,6.6097
RL95-2,Paclitaxel,6.095
RPMI-7951,Paclitaxel,6.9914
RPMI-8402,Paclitaxel,6.4498
RT-112,Paclitaxel,6.9774
RT4,Paclitaxel,6.3166
RVH-421,Paclitaxel,3.8473
Saos-2,Paclitaxel,6.0694
SBC-5,Paclitaxel,6.4903
SCaBER,Paclitaxel,6.5622
SCC-25,Paclitaxel,6.8063
SCC-9,Paclitaxel,5.2099
SF126,Paclitaxel,4.6195
SF-295,Paclitaxel,4.5241
SF8657,Paclitaxel,3.3186
SH-10-TC,Paclitaxel,5.5243
SHP-77,Paclitaxel,3.8193
SIG-M5,Paclitaxel,7.4525
SIMA,Paclitaxel,5.5779
SJRH30,Paclitaxel,5.3401
SJSA-1,Paclitaxel,5.3659
SK-BR-3,Paclitaxel,5.046
SK-CO-1,Paclitaxel,2.6585
SK-ES-1,Paclitaxel,6.7784
SK-HEP-1,Paclitaxel,4.968
SK-LMS-1,Paclitaxel,5.2374
SK-LU-1,Paclitaxel,4.591
SK-MEL-2,Paclitaxel,3.657
SK-MEL-24,Paclitaxel,3.0234
SK-MEL-30,Paclitaxel,3.9556
SK-MEL-31,Paclitaxel,4.1256
SK-MEL-5,Paclitaxel,4.9196
SK-MES-1,Paclitaxel,4.9906
SK-MM-2,Paclitaxel,6.3364
SK-N-AS,Paclitaxel,5.2472
SK-N-BE(2),Paclitaxel,5.9311
SK-N-DZ,Paclitaxel,5.864
SK-N-FI,Paclitaxel,3.4138
SK-N-SH,Paclitaxel,4.8643
SK-OV-3,Paclitaxel,5.0501
SNG-M,Paclitaxel,5.7321
SNU-1,Paclitaxel,4.8994
SNU-16,Paclitaxel,7.5435
SNU-182,Paclitaxel,4.6237
SNU-387,Paclitaxel,4.7368
SNU-398,Paclitaxel,6.988
SNU-423,Paclitaxel,4.9445
SNU-449,Paclitaxel,1.808
SNU-475,Paclitaxel,5
SNU-C2A,Paclitaxel,3.9497
SNU-C2B,Paclitaxel,5.3682
Sq-1,Paclitaxel,4.5905
SU.86.86,Paclitaxel,4.1376
SU-DHL-10,Paclitaxel,7.2354
SU-DHL-4,Paclitaxel,6.9533
SU-DHL-6,Paclitaxel,7.4814
SU-DHL-8,Paclitaxel,6.7813
SUIT-2,Paclitaxel,3.2842
SUP-M2,Paclitaxel,7.6077
SUP-T1,Paclitaxel,5.2309
SW 1088,Paclitaxel,4.9997
SW 1271,Paclitaxel,4.1891
SW 1353,Paclitaxel,5.3868
SW1417,Paclitaxel,5.1654
SW 1573,Paclitaxel,3.8372
SW 1990,Paclitaxel,4.7138
SW403,Paclitaxel,5.8697
SW48,Paclitaxel,6.6415
SW480,Paclitaxel,3.6134
SW579,Paclitaxel,5.6305
SW620,Paclitaxel,6.0438
SW 780,Paclitaxel,5.5322
SW 900,Paclitaxel,4.5352
T24,Paclitaxel,5.7734
T3M-10,Paclitaxel,4.1385
T-47D,Paclitaxel,3.3375
T84,Paclitaxel,4.1065
T98G,Paclitaxel,4.9955
TC-71,Paclitaxel,6.8648
TCCSUP,Paclitaxel,5.7387
TE-1,Paclitaxel,4.1517
TE-11,Paclitaxel,7.3115
TE-15,Paclitaxel,6.4203
TE-5,Paclitaxel,5.4258
TE 617.T,Paclitaxel,6.7285
TE-9,Paclitaxel,6.6468
TEN,Paclitaxel,4.0307
Toledo,Paclitaxel,2.3948
TOV-112D,Paclitaxel,6.2674
TOV-21G,Paclitaxel,5.0367
TT2609-C02,Paclitaxel,6.6567
TYK-nu,Paclitaxel,5.115
U-118 MG,Paclitaxel,4.7636
U-2 OS,Paclitaxel,5.1548
U-87 MG,Paclitaxel,4.303
U-937,Paclitaxel,7.4369
UACC-257,Paclitaxel,3.6187
UACC-62,Paclitaxel,5.3255
UACC-812,Paclitaxel,4.0004
UM-UC-3,Paclitaxel,5.4626
VMRC-LCD,Paclitaxel,6.523
VMRC-RCW,Paclitaxel,1.0722
VMRC-RCZ,Paclitaxel,3.9578
WM-115,Paclitaxel,3.5617
WM1799,Paclitaxel,4.8909
WM-266-4,Paclitaxel,4.0908
WM-793,Paclitaxel,5.6275
WM-88,Paclitaxel,5.0682
WM-983B,Paclitaxel,5.6824
YKG1,Paclitaxel,5.5701
ZR-75-1,Paclitaxel,4.4743
ZR-75-30,Paclitaxel,2.1929
1321N1,AZD6244,0.1247
22Rv1,AZD6244,2.8096
42-MG-BA,AZD6244,1.3092
5637,AZD6244,0.5872
639-V,AZD6244,1.1495
697,AZD6244,2.5412
769-P,AZD6244,0.6281
786-O,AZD6244,0.3118
8305C,AZD6244,2.4031
8505C,AZD6244,1.5453
8-MG-BA,AZD6244,0.1191
A172,AZD6244,0.2375
A-204,AZD6244,0.117
A2058,AZD6244,1.8154
A-253,AZD6244,1.548
A2780,AZD6244,2.5348
A-375,AZD6244,3.2996
A549,AZD6244,1.8637
A-673,AZD6244,1.3769
ACHN,AZD6244,0.6881
ALL-SIL,AZD6244,1.2336
AMO-1,AZD6244,1.6147
AN3 CA,AZD6244,0.6207
AsPC-1,AZD6244,2.1312
AU565,AZD6244,0.09979
AZ-521,AZD6244,1.531
B-CPAP,AZD6244,2.518
BDCM,AZD6244,1.4573
BFTC-909,AZD6244,0.3552
BGC-823,AZD6244,0.1769
BL-41,AZD6244,0.05747
BL-70,AZD6244,0.113
BT-20,AZD6244,0.01832
BT-474,AZD6244,0.1287
BT-549,AZD6244,0.2601
BxPC-3,AZD6244,1.9699
C2BBe1,AZD6244,1.6091
C32,AZD6244,1.8523
C3A,AZD6244,1.5726
Caki-2,AZD6244,1.2769
CAL-12T,AZD6244,1.2348
CAL 27,AZD6244,2.3452
CAL-78,AZD6244,0.149
CAL-85-1,AZD6244,1.7048
Calu-1,AZD6244,1.6146
Calu-3,AZD6244,2.3689
Calu-6,AZD6244,1.5986
CAMA-1,AZD6244,0.06316
Capan-2,AZD6244,1.5237
CAS-1,AZD6244,0.103
CCK-81,AZD6244,2.0146
CHL-1,AZD6244,0.7278
CHP-212,AZD6244,5.5723
CI-1,AZD6244,0.5656
CMK-86,AZD6244,1.5946
COLO 201,AZD6244,4.1926
COLO 205,AZD6244,4.57
COLO-320,AZD6244,0.02962
COLO-677,AZD6244,1.7055
COLO-678,AZD6244,1.8733
COLO-679,AZD6244,3.3142
COLO-699,AZD6244,0.3814
COLO 741,AZD6244,2.4876
COR-L105,AZD6244,1.1293
COR-L23,AZD6244,0.02408
COV318,AZD6244,0.07562
COV504,AZD6244,0.1949
Daoy,AZD6244,0.3316
DBTRG-05MG,AZD6244,3.1418
DEL,AZD6244,1.4402
Detroit 562,AZD6244,1.0097
DK-MG,AZD6244,1.1426
DMS 114,AZD6244,0.7486
DOHH-2,AZD6244,0.1338
DOV13,AZD6244,0.2239
DU 145,AZD6244,0.864
DV-90,AZD6244,3.5067
EB1,AZD6244,0
EB2,AZD6244,0.003172
EBC-1,AZD6244,2.6304
EFE-184,AZD6244,1.1417
EFM-19,AZD6244,0.0802
EFO-21,AZD6244,0.8452
EFO-27,AZD6244,0.3168
EM-2,AZD6244,3.654
EN,AZD6244,0.2629
ES-2,AZD6244,1.9236
ESS-1,AZD6244,0.5129
F-36P,AZD6244,3.2726
FaDu,AZD6244,2.4745
FU97,AZD6244,1.0491
FU-OV-1,AZD6244,1.8458
G-361,AZD6244,2.7378
G-401,AZD6244,1.9268
G-402,AZD6244,0.06311
GAMG,AZD6244,0.2266
GB-1,AZD6244,0.6831
GCIY,AZD6244,0.06857
GCT,AZD6244,1.3028
GI-1,AZD6244,0.6094
GLC-82,AZD6244,0.02837
GMS-10,AZD6244,0.2219
GRANTA-519,AZD6244,0.5534
H4,AZD6244,0.2843
HARA,AZD6244,0.2773
HCC1187,AZD6244,0.4582
HCC1395,AZD6244,0.6753
HCC-15,AZD6244,1.4084
HCC1569,AZD6244,0
HCC1806,AZD6244,1.6198
HCC1954,AZD6244,0.9032
HCC2935,AZD6244,0.7347
HCC4006,AZD6244,0.1997
HCC-44,AZD6244,0.7028
HCC-56,AZD6244,3.7803
HCC70,AZD6244,1.2257
HCC-78,AZD6244,0.1545
HCC827,AZD6244,0
HCT 116,AZD6244,1.9489
HCT-15,AZD6244,0.6149
HD-MY-Z,AZD6244,2.7557
HDQ-P1,AZD6244,1.4415
HEC-151,AZD6244,3.233
HEC-1-A,AZD6244,1.0471
HEC-1-B,AZD6244,2.2178
HEC-251,AZD6244,1.3455
HEC-265,AZD6244,0.07603
HEC-59,AZD6244,0.03026
HEC-6,AZD6244,0.3154
HEL 92.1.7,AZD6244,0.6032
Hep 3B2.1-7,AZD6244,1.026
Hep G2,AZD6244,3.0232
Hey-A8,AZD6244,0.9399
HGC-27,AZD6244,0.08234
HH,AZD6244,0.8535
HLE,AZD6244,0.3451
HLF,AZD6244,1.1747
HMC-1-8,AZD6244,2.9909
HMCB,AZD6244,0.4484
HOS,AZD6244,0.3858
HPAC,AZD6244,2.1314
HPAF-II,AZD6244,2.0653
Hs 229.T,AZD6244,0.4344
Hs 294T,AZD6244,1.0543
Hs 578T,AZD6244,0.2979
Hs 683,AZD6244,0.4306
Hs 695T,AZD6244,1.5491
Hs 729,AZD6244,0.5233
Hs 739.T,AZD6244,0.3088
Hs 746T,AZD6244,1.5266
Hs 766T,AZD6244,2.7227
Hs 840.T,AZD6244,0.6889
Hs 852.T,AZD6244,1.3702
Hs 895.T,AZD6244,0.4916
Hs 936.T,AZD6244,2.825
Hs 939.T,AZD6244,2.5274
Hs 944.T,AZD6244,2.5552
HSC-2,AZD6244,0.0567
HT,AZD6244,1.5451
HT-1080,AZD6244,1.8734
HT-1197,AZD6244,1.1711
HT-1376,AZD6244,0.7726
HT-144,AZD6244,2.8194
HT-29,AZD6244,4.148
HuCCT1,AZD6244,1.4631
huH-1,AZD6244,0.1214
HUP-T3,AZD6244,1.6739
HUP-T4,AZD6244,2.1476
HuT 78,AZD6244,4.2205
IA-LM,AZD6244,0.1423
IGR-37,AZD6244,3.6362
IGR-39,AZD6244,0.575
IGROV1,AZD6244,0.6622
IM95,AZD6244,4.5529
IMR-32,AZD6244,0.192
IPC-298,AZD6244,3.8036
Ishikawa (Heraklio) 02 ER-,AZD6244,1.2402
IST-MES1,AZD6244,0.4444
IST-MES2,AZD6244,0.2557
J82,AZD6244,0.8117
JHH-2,AZD6244,0.3716
JHH-4,AZD6244,0.9964
JHH-5,AZD6244,1.1148
JHH-6,AZD6244,0
JHH-7,AZD6244,1.5053
JHOS-2,AZD6244,1.2776
JHOS-4,AZD6244,0.6264
JHUEM-2,AZD6244,0.1476
JM1,AZD6244,0.1883
JMSU-1,AZD6244,1.3179
JURKAT,AZD6244,1.273
JVM-3,AZD6244,3.1872
K029AX,AZD6244,2.493
KALS-1,AZD6244,1.2031
KARPAS-299,AZD6244,0.7473
KARPAS-422,AZD6244,0.7856
KARPAS-620,AZD6244,4.2428
KASUMI-2,AZD6244,1.9695
KCI-MOH1,AZD6244,1.938
KCL-22,AZD6244,3.1959
KE-39,AZD6244,0.3826
KE-97,AZD6244,0.4438
KELLY,AZD6244,0.4287
KG-1,AZD6244,1.3541
KHM-1B,AZD6244,2.674
KLE,AZD6244,0.406
KMBC-2,AZD6244,1.2196
KMM-1,AZD6244,2.0524
KMRC-1,AZD6244,0.703
KMRC-2,AZD6244,0.5113
KMS-11,AZD6244,1.1922
KMS-12-BM,AZD6244,1.3018
KMS-26,AZD6244,0.708
KMS-34,AZD6244,0.7945
KNS-42,AZD6244,0.9356
KNS-60,AZD6244,1.1826
KNS-62,AZD6244,1.1768
KNS-81,AZD6244,1.062
KO52,AZD6244,5.0531
KP-1N,AZD6244,0.602
KP-1NL,AZD6244,0.5918
KP-2,AZD6244,2.2262
KP-3,AZD6244,0.1945
KP4,AZD6244,1.0904
KP-N-SI9s,AZD6244,2.9897
KU812,AZD6244,3.3419
KURAMOCHI,AZD6244,2.0402
KYM-1,AZD6244,1.0501
KYSE-140,AZD6244,0.1921
KYSE-150,AZD6244,0.08227
KYSE-180,AZD6244,0.3191
KYSE-30,AZD6244,3.1061
KYSE-410,AZD6244,0.4508
KYSE-450,AZD6244,1.2877
KYSE-510,AZD6244,0.2195
KYSE-520,AZD6244,0.6335
KYSE-70,AZD6244,1.3876
L3.3,AZD6244,1.3015
L-363,AZD6244,0.7485
L-428,AZD6244,0.4134
LC-1/sq-SF,AZD6244,0.9039
LCLC-103H,AZD6244,0.5019
LN-18,AZD6244,0.2497
LN-229,AZD6244,1.1769
LOU-NH91,AZD6244,0.4429
LOX IMVI,AZD6244,2.4416
LP-1,AZD6244,1.3771
LS123,AZD6244,1.76
LS411N,AZD6244,4.2582
LS513,AZD6244,2.6515
LU99,AZD6244,2.0438
LUDLU-1,AZD6244,1.1293
M059J,AZD6244,0
Malme-3M,AZD6244,4.9654
MB 157,AZD6244,2.2122
MC116,AZD6244,0
MCAS,AZD6244,0.7299
MCF7,AZD6244,0.5816
MDA-MB-157,AZD6244,0.6353
MDA-MB-175-VII,AZD6244,0.7065
MDA-MB-415,AZD6244,0.3868
MDA-MB-435S,AZD6244,3.0278
MDA-MB-436,AZD6244,0.8398
MDA-MB-453,AZD6244,0
MDA-MB-468,AZD6244,0.9323
MEC-1,AZD6244,1.2882
MEG-01,AZD6244,1.6161
MEL-HO,AZD6244,3.391
MES-SA,AZD6244,0.4372
MeWo,AZD6244,0.3584
MFE-280,AZD6244,0.5816
MFE-296,AZD6244,0.314
MFE-319,AZD6244,0.9563
MG-63,AZD6244,0.2346
MHH-ES-1,AZD6244,3.026
MIA PaCa-2,AZD6244,2.824
Mino,AZD6244,0.2098
MJ,AZD6244,0.3342
MKN-45,AZD6244,1.5757
MKN7,AZD6244,0.5792
MKN74,AZD6244,0.00429
MOG-G-CCM,AZD6244,0.2843
MOLP-8,AZD6244,2.179
MOLT-16,AZD6244,1.4634
MONO-MAC-1,AZD6244,2.892
MOR/CPR,AZD6244,0.1858
MPP 89,AZD6244,0.1261
MSTO-211H,AZD6244,1.2301
NCI-H1048,AZD6244,0.08808
NCI-H1092,AZD6244,0.4517
NCI-H1155,AZD6244,0.1612
NCI-H1184,AZD6244,1.0545
NCI-H1299,AZD6244,3.1961
NCI-H1339,AZD6244,1.3757
NCI-H1341,AZD6244,0.4363
NCI-H1355,AZD6244,2.526
NCI-H1373,AZD6244,0.486
NCI-H1563,AZD6244,0.5965
NCI-H1568,AZD6244,1.2459
NCI-H1573,AZD6244,2.263
NCI-H1581,AZD6244,1.2459
NCI-H1648,AZD6244,1.076
NCI-H1650,AZD6244,0.3713
NCI-H1651,AZD6244,0.5348
NCI-H1666,AZD6244,3.1254
NCI-H1693,AZD6244,1.2609
NCI-H1694,AZD6244,0.333
NCI-H1703,AZD6244,0.6057
NCI-H1792,AZD6244,0.7937
NCI-H1793,AZD6244,1.1445
NCI-H1869,AZD6244,0.08598
NCI-H1915,AZD6244,2.2654
NCI-H1944,AZD6244,1.3191
NCI-H1975,AZD6244,0.4696
NCI-H2009,AZD6244,1.9691
NCI-H2023,AZD6244,0.3972
NCI-H2030,AZD6244,1.0569
NCI-H2052,AZD6244,0.9725
NCI-H2085,AZD6244,0.5237
NCI-H2087,AZD6244,3.0122
NCI-H211,AZD6244,0.6744
NCI-H2122,AZD6244,3.0327
NCI-H2170,AZD6244,0.3377
NCI-H2172,AZD6244,0.3521
NCI-H2228,AZD6244,0.4632
NCI-H226,AZD6244,0.3049
NCI-H2286,AZD6244,2.8138
NCI-H23,AZD6244,1.0566
NCI-H2444,AZD6244,1.2551
NCI-H2452,AZD6244,0.8245
NCI-H28,AZD6244,1.3218
NCI-H322,AZD6244,2.4814
NCI-H3255,AZD6244,0.5055
NCI-H358,AZD6244,2.4557
NCI-H441,AZD6244,1.6292
NCI-H460,AZD6244,0.6252
NCI-H520,AZD6244,0.1026
NCI-H522,AZD6244,0.3785
NCI-H647,AZD6244,0.3915
NCI-H650,AZD6244,0.5544
NCI-H661,AZD6244,0.1862
NCI-H727,AZD6244,1.7299
NCI-H747,AZD6244,3.9755
NCI-H810,AZD6244,0.1913
NCI-N87,AZD6244,1.7723
NCO2,AZD6244,3.0029
NIH:OVCAR-3,AZD6244,1.5972
NUGC-3,AZD6244,1.6916
NUGC-4,AZD6244,3.634
OC 314,AZD6244,0.09393
OC 315,AZD6244,0.668
OC 316,AZD6244,0.4868
OCI-AML2,AZD6244,5.9343
OCI-AML5,AZD6244,3.0387
OCI-LY10,AZD6244,0.7839
OCUM-1,AZD6244,4.2032
OE21,AZD6244,1.541
OE33,AZD6244,0.9345
ONCO-DG-1,AZD6244,0.528
ONS-76,AZD6244,2.8866
OPM-2,AZD6244,0.4856
OV-90,AZD6244,3.4602
OVCAR-4,AZD6244,0
OVCAR-8,AZD6244,0.3024
OVMANA,AZD6244,0.623
OVSAHO,AZD6244,0.7329
OVTOKO,AZD6244,0.3445
P12-ICHIKAWA,AZD6244,1.7805
P31/FUJ,AZD6244,3.4009
P3HR-1,AZD6244,0.1024
Panc 02.03,AZD6244,3.4381
Panc 03.27,AZD6244,1.2338
Panc 04.03,AZD6244,1.4602
Panc 10.05,AZD6244,2.0182
PA-TU-8902,AZD6244,1.4749
PC-14,AZD6244,1.2008
PC-3,AZD6244,0.2844
Pfeiffer,AZD6244,0.2601
PK-1,AZD6244,1.5048
PK-45H,AZD6244,3.606
PK-59,AZD6244,1.0042
PL45,AZD6244,1.7413
PLC/PRF/5,AZD6244,0.8398
PSN1,AZD6244,2.4693
QGP-1,AZD6244,3.5502
Raji,AZD6244,0.2204
RD,AZD6244,2.5031
Reh,AZD6244,0.04644
RERF-GC-1B,AZD6244,1.7254
RERF-LC-AI,AZD6244,1.0537
RKN,AZD6244,2.1173
RKO,AZD6244,2.2005
RL95-2,AZD6244,2.7961
RPMI-7951,AZD6244,1.1178
RPMI-8402,AZD6244,0.6701
RT-112,AZD6244,1.6626
RT4,AZD6244,1.6026
RVH-421,AZD6244,2.5274
Saos-2,AZD6244,0.2236
SBC-5,AZD6244,0.5487
SCaBER,AZD6244,1.7235
SCC-25,AZD6244,0.494
SCC-9,AZD6244,1.6772
SF126,AZD6244,0.2737
SF-295,AZD6244,0.466
SF8657,AZD6244,0.6626
SH-10-TC,AZD6244,0.04748
SHP-77,AZD6244,0.2575
SIG-M5,AZD6244,6.4934
SIMA,AZD6244,1.7358
SJRH30,AZD6244,0.5556
SJSA-1,AZD6244,0.833
SK-BR-3,AZD6244,0
SK-CO-1,AZD6244,2.6927
SK-ES-1,AZD6244,0.7745
SK-HEP-1,AZD6244,1.2855
SK-LMS-1,AZD6244,1.6815
SK-LU-1,AZD6244,1.4771
SK-MEL-2,AZD6244,1.7595
SK-MEL-24,AZD6244,2.0305
SK-MEL-30,AZD6244,3.251
SK-MEL-31,AZD6244,0.8945
SK-MEL-5,AZD6244,2.9562
SK-MES-1,AZD6244,0.8823
SK-MM-2,AZD6244,1.3523
SK-N-AS,AZD6244,3.1582
SK-N-BE(2),AZD6244,1.5398
SK-N-DZ,AZD6244,0.7211
SK-N-FI,AZD6244,1.8228
SK-N-SH,AZD6244,0.5364
SK-OV-3,AZD6244,0.334
SNG-M,AZD6244,1.1646
SNU-1,AZD6244,1.9704
SNU-16,AZD6244,0.4836
SNU-182,AZD6244,1.7
SNU-387,AZD6244,0.4998
SNU-398,AZD6244,1.4041
SNU-423,AZD6244,0.3714
SNU-449,AZD6244,0.2108
SNU-475,AZD6244,0.9279
SNU-C2A,AZD6244,1.3236
SNU-C2B,AZD6244,2.5823
Sq-1,AZD6244,0.9389
SU.86.86,AZD6244,0.616
SU-DHL-10,AZD6244,0.4243
SU-DHL-4,AZD6244,1.7324
SU-DHL-6,AZD6244,0.5246
SU-DHL-8,AZD6244,1.5696
SUIT-2,AZD6244,2.0782
SUP-M2,AZD6244,1.0256
SUP-T1,AZD6244,0.02767
SW 1088,AZD6244,0
SW 1271,AZD6244,1.669
SW 1353,AZD6244,0.9301
SW1417,AZD6244,2.4436
SW 1573,AZD6244,0.9396
SW 1990,AZD6244,1.5884
SW403,AZD6244,2.9688
SW48,AZD6244,4.7855
SW480,AZD6244,2.2851
SW579,AZD6244,0.3181
SW620,AZD6244,3.5274
SW 780,AZD6244,1.8812
SW 900,AZD6244,0.3037
T24,AZD6244,1.535
T3M-10,AZD6244,1.1293
T-47D,AZD6244,0.6917
T84,AZD6244,1.568
T98G,AZD6244,0.8136
TC-71,AZD6244,0.01673
TCCSUP,AZD6244,0
TE-1,AZD6244,1.114
TE-11,AZD6244,0.3205
TE-15,AZD6244,2.7173
TE-5,AZD6244,0.6396
TE 617.T,AZD6244,2.5837
TE-9,AZD6244,0.8854
TEN,AZD6244,0.6637
Toledo,AZD6244,0.05558
TOV-112D,AZD6244,0.09705
TOV-21G,AZD6244,1.2785
TT2609-C02,AZD6244,3.1457
TYK-nu,AZD6244,0.6276
U-118 MG,AZD6244,0.1341
U-2 OS,AZD6244,1.2003
U-87 MG,AZD6244,0.4738
U-937,AZD6244,1.1403
UACC-257,AZD6244,2.9813
UACC-62,AZD6244,3.9363
UACC-812,AZD6244,0.9361
UM-UC-3,AZD6244,0.5331
VMRC-LCD,AZD6244,0.6682
VMRC-RCW,AZD6244,0.03365
VMRC-RCZ,AZD6244,1.3659
WM-115,AZD6244,1.5979
WM1799,AZD6244,2.9523
WM-266-4,AZD6244,3.4457
WM-793,AZD6244,2.07
WM-88,AZD6244,4.1904
WM-983B,AZD6244,4.8064
YKG1,AZD6244,0.8278
ZR-75-1,AZD6244,0.7315
ZR-75-30,AZD6244,0.04301
1321N1,PLX4720,0.264
22Rv1,PLX4720,0.9326
42-MG-BA,PLX4720,1.4854
5637,PLX4720,0.5155
639-V,PLX4720,0.07659
697,PLX4720,1.5218
769-P,PLX4720,0.338
8305C,PLX4720,2.0835
8505C,PLX4720,0.403
8-MG-BA,PLX4720,0.2288
A172,PLX4720,0.01494
A-204,PLX4720,0.05216
A2058,PLX4720,0.7129
A-253,PLX4720,0.1243
A2780,PLX4720,0.3847
A-375,PLX4720,2.9645
A549,PLX4720,0
A-673,PLX4720,0.7895
ACHN,PLX4720,0.3817
ALL-SIL,PLX4720,1.0265
AMO-1,PLX4720,0.4187
AN3 CA,PLX4720,0.3717
AsPC-1,PLX4720,0.2848
AU565,PLX4720,0.6038
AZ-521,PLX4720,0.6054
B-CPAP,PLX4720,1.2235
BDCM,PLX4720,0.2138
BFTC-909,PLX4720,0.1107
BGC-823,PLX4720,0.1444
BL-41,PLX4720,0.005313
BL-70,PLX4720,0.6149
BT-20,PLX4720,0
BT-474,PLX4720,0.1735
BT-549,PLX4720,0.4886
BxPC-3,PLX4720,0.8857
C2BBe1,PLX4720,0.4087
C32,PLX4720,1.2483
C3A,PLX4720,0.4982
Caki-2,PLX4720,0.4033
CAL-12T,PLX4720,0.5977
CAL 27,PLX4720,0
CAL-78,PLX4720,0.359
CAL-85-1,PLX4720,0.2709
Calu-1,PLX4720,0
Calu-3,PLX4720,0.003985
Calu-6,PLX4720,1.0378
CAMA-1,PLX4720,0.07136
Capan-2,PLX4720,0.3741
CAS-1,PLX4720,0.06697
CCK-81,PLX4720,0.2626
CHL-1,PLX4720,0.3171
CHP-212,PLX4720,0.3921
CI-1,PLX4720,0.1793
CMK-86,PLX4720,0.8152
COLO 201,PLX4720,2.6493
COLO 205,PLX4720,3.1984
COLO-320,PLX4720,0.2642
COLO-677,PLX4720,0.2441
COLO-678,PLX4720,0.4074
COLO-679,PLX4720,2.2166
COLO-699,PLX4720,0.2444
COLO 741,PLX4720,1.3751
COR-L105,PLX4720,0.3126
COR-L23,PLX4720,0
COV318,PLX4720,0.5288
COV504,PLX4720,0.1145
Daoy,PLX4720,0.2072
DBTRG-05MG,PLX4720,1.8659
DEL,PLX4720,1.2475
Detroit 562,PLX4720,0.1153
DK-MG,PLX4720,0
DMS 114,PLX4720,0.06617
DOHH-2,PLX4720,1.3751
DOV13,PLX4720,0.4118
DU 145,PLX4720,0.2992
DV-90,PLX4720,0.09542
EB1,PLX4720,0.1546
EB2,PLX4720,0.1945
EBC-1,PLX4720,0.07623
EFE-184,PLX4720,0
EFM-19,PLX4720,0
EFO-21,PLX4720,0.2946
EM-2,PLX4720,1.0564
EN,PLX4720,0
ES-2,PLX4720,0.8935
ESS-1,PLX4720,0.8378
F-36P,PLX4720,0.3779
FaDu,PLX4720,0.2541
FU97,PLX4720,0.6619
FU-OV-1,PLX4720,0.1328
G-361,PLX4720,1.8445
G-401,PLX4720,0.5567
G-402,PLX4720,0.1487
GAMG,PLX4720,0.154
GB-1,PLX4720,0.845
GCIY,PLX4720,0
GCT,PLX4720,1.5137
GI-1,PLX4720,0.6865
GLC-82,PLX4720,0.2242
GMS-10,PLX4720,0.06015
GRANTA-519,PLX4720,0.1942
H4,PLX4720,0.6343
HARA,PLX4720,0.1449
HCC1187,PLX4720,0.1792
HCC1395,PLX4720,0.3832
HCC-15,PLX4720,0.5192
HCC1569,PLX4720,0.01235
HCC1806,PLX4720,0.2989
HCC1954,PLX4720,0.02614
HCC2935,PLX4720,0.7655
HCC4006,PLX4720,0.08633
HCC-44,PLX4720,0.5668
HCC-56,PLX4720,0
HCC70,PLX4720,0.05906
HCC-78,PLX4720,0.2376
HCC827,PLX4720,0.3699
HCT 116,PLX4720,0.171
HCT-15,PLX4720,0.1654
HD-MY-Z,PLX4720,0.7874
HDQ-P1,PLX4720,0.3534
HEC-151,PLX4720,0
HEC-1-A,PLX4720,0.2945
HEC-1-B,PLX4720,0.3746
HEC-251,PLX4720,0.1457
HEC-265,PLX4720,0.215
HEC-59,PLX4720,0.1145
HEC-6,PLX4720,0.9701
HEL 92.1.7,PLX4720,0.09693
Hep 3B2.1-7,PLX4720,0.2675
Hep G2,PLX4720,1.1158
HGC-27,PLX4720,0.2173
HH,PLX4720,0.1086
HLE,PLX4720,0.3563
HLF,PLX4720,0.5801
HMC-1-8,PLX4720,0.07445
HMCB,PLX4720,0.4418
